"","X","PLOT","P.NP","No.Plants.est","No.Stems","Senescence","Treatment","Sowing","Location","M.Height","M.Thickness","M.Leaves","Year","BioM.Index","BioM.Index_NA","Harvist","Harvist_NA","DW","DW_NA","MC","Germ.First.20","Germ.First.32","Germ.First.50","Germ.15.43","Temp1","Temp5","Temp15","Temp40","Wat1","Wat5","Wat15","Wat40"
"202","V95.1",101,"NP",9,9,8,"Film",8,"Blank",NA,NA,NA,"2013 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","V96.1",102,"P",3,9,3,"none",5,"Blank",3.666666667,2.276666667,2,"2013 Dat",33,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2076875,0.173790697674419,0.173790697674419,0.173790697674419
"204","V97.1",102,"NP",0,0,NA,"none",5,"Blank",NA,NA,NA,"2013 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2076875,0.173790697674419,0.173790697674419,0.173790697674419
"205","V98.1",103,"P",0,0,NA,"none",2,"Blank",18,4.48,6,"2013 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9179166666667,16.7774576271186,16.8669832402235,16.9936764091858,0.123270833333333,0.148445833333333,0.0781833333333333,0.0883260416666667
"206","V99.1",103,"NP",0,0,NA,"none",2,"Blank",NA,NA,NA,"2013 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9179166666667,16.7774576271186,16.8669832402235,16.9936764091858,0.123270833333333,0.148445833333333,0.0781833333333333,0.0883260416666667
"207","V100.1",104,"P",0,0,NA,"Film",7,"Blank",NA,NA,NA,"2013 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","V101.1",104,"NP",0,0,NA,"Film",7,"Blank",NA,NA,NA,"2013 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","V102.1",105,"P",0,0,NA,"none",9,"Blank",NA,NA,NA,"2013 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","V103.1",105,"NP",0,0,NA,"none",9,"Blank",NA,NA,NA,"2013 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","V104.1",106,"P",0,0,NA,"Film",4,"Blank",3,1.475,3.75,"2013 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.77875,22.8422083333333,23.6521666666667,23.2330654761905,0.185333333333333,0.147175,0.101688888888889,0.101841864716636
"212","V105.1",106,"NP",0,0,NA,"Film",4,"Blank",4.5,1.83,3,"2013 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.77875,22.8422083333333,23.6521666666667,23.2330654761905,0.185333333333333,0.147175,0.101688888888889,0.101841864716636
"213","V106.1",107,"P",0,0,NA,"none",1,"Blank",6.5,3.645,4,"2013 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6252083333333,14.0717291666667,12.7080111111111,14.4300929018789,0.0342916666666667,0.0351708333333333,0.107776388888889,0.103339583333333
"214","V107.1",107,"NP",0,0,NA,"none",1,"Blank",NA,NA,NA,"2013 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6252083333333,14.0717291666667,12.7080111111111,14.4300929018789,0.0342916666666667,0.0351708333333333,0.107776388888889,0.103339583333333
"215","V108.1",108,"P",0,0,NA,"none",3,"Blank",NA,NA,NA,"2013 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9941666666667,17.61575,16.4789222222222,18.8535438596491,0.0657916666666667,0.0396,0.0909902777777778,0.0786104712041885
"216","V109.1",108,"NP",0,0,NA,"none",3,"Blank",19,5.105,6,"2013 Dat",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9941666666667,17.61575,16.4789222222222,18.8535438596491,0.0657916666666667,0.0396,0.0909902777777778,0.0786104712041885
"217","V2",1,"P",0,0,NA,"none",7,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,7.63516666666667,9.26705208333333,9.26705208333333,9.26705208333333,0.0367916666666667,0.0760729166666667,0.0760729166666667,0.0760729166666667
"218","V3",1,"NP",0,0,NA,"none",7,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,7.63516666666667,9.26705208333333,9.26705208333333,9.26705208333333,0.0367916666666667,0.0760729166666667,0.0760729166666667,0.0760729166666667
"219","V4",2,"P",0,0,NA,"none",8,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","V5",2,"NP",0,0,NA,"none",8,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","V6",3,"P",0,0,NA,"Film",2,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,12.5909166666667,13.2954,14.9041208333333,15.2198864583333,0.114416666666667,0.101191666666667,0.0896472222222222,0.0984791666666667
"222","V7",3,"NP",0,0,NA,"Film",2,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,12.5909166666667,13.2954,14.9041208333333,15.2198864583333,0.114416666666667,0.101191666666667,0.0896472222222222,0.0984791666666667
"223","V8",4,"P",6,85,NA,"Film",5,"Aber",17.75,6.666666667,5.5,"2014 Dat",1508.75,1508.75,129,129,62.5,62.5,0.515503876,NA,NA,NA,NA,18.704375,18.1827916666667,17.9317777777778,17.0981328125,0.074125,0.0843583333333333,0.0955333333333333,0.081990625
"224","V9",4,"NP",4,76,NA,"Film",5,"Aber",20.125,9.25,6,"2014 Dat",1529.5,1529.5,144,144,75,75,0.479166667,NA,NA,NA,NA,18.704375,18.1827916666667,17.9317777777778,17.0981328125,0.074125,0.0843583333333333,0.0955333333333333,0.081990625
"225","V10",5,"P",0,0,NA,"Film",7,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,12.1834791666667,12.3153125,12.3153125,12.3153125,0.054375,0.109510416666667,0.109510416666667,0.109510416666667
"226","V11",5,"NP",0,6,NA,"Film",7,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,12.1834791666667,12.3153125,12.3153125,12.3153125,0.054375,0.109510416666667,0.109510416666667,0.109510416666667
"227","V12",6,"P",0,0,NA,"none",3,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,14.8895833333333,13.1436166666667,12.4358944444444,14.4056979166667,0.0534583333333333,0.0503083333333333,0.0529638888888889,0.0429708333333333
"228","V13",6,"NP",7,108,NA,"none",3,"Aber",50.88888889,10.77777778,6.666666667,"2014 Dat",5496,5496,1651,1651,804.5,804.5,0.512719564,NA,NA,NA,NA,14.8895833333333,13.1436166666667,12.4358944444444,14.4056979166667,0.0534583333333333,0.0503083333333333,0.0529638888888889,0.0429708333333333
"229","V14",7,"P",1,14,NA,"Film",3,"Aber",19.5,11,5,"2014 Dat",273,273,61,61,28,28,0.540983607,NA,NA,NA,NA,16.7414583333333,15.9905,15.0058541666667,17.3782473958333,0.101125,0.0937416666666667,0.100633333333333,0.0861020833333333
"230","V15",7,"NP",10,171,NA,"Film",3,"Aber",53.66666667,11.06666667,7.266666667,"2014 Dat",9177,9177,2156,2156,1001,1001,0.535714286,NA,NA,NA,NA,16.7414583333333,15.9905,15.0058541666667,17.3782473958333,0.101125,0.0937416666666667,0.100633333333333,0.0861020833333333
"231","V16",8,"P",0,0,NA,"none",6,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,15.0175,15.3524416666667,14.4040944444444,13.3515535714286,0.0450416666666667,0.0537166666666667,0.0473666666666667,0.0519623015873016
"232","V17",8,"NP",0,0,NA,"none",6,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,15.0175,15.3524416666667,14.4040944444444,13.3515535714286,0.0450416666666667,0.0537166666666667,0.0473666666666667,0.0519623015873016
"233","V18",9,"P",2,37,NA,"none",1,"Aber",31.16666667,11,7,"2014 Dat",1153.166667,1153.166667,158,158,80.5,80.5,0.490506329,NA,NA,NA,NA,NA,8.35451470588235,8.62577597402597,9.59923898678414,NA,0.0719264705882353,0.0914772727272727,0.0855055066079295
"234","V19",9,"NP",3,34,NA,"none",1,"Aber",16.16666667,10.66666667,5.333333333,"2014 Dat",549.6666667,549.6666667,94,94,46.5,46.5,0.505319149,NA,NA,NA,NA,NA,8.35451470588235,8.62577597402597,9.59923898678414,NA,0.0719264705882353,0.0914772727272727,0.0855055066079295
"235","V20",10,"P",1,33,NA,"none",1,"Aber",42,14.5,9.5,"2014 Dat",1386,1386,615,615,263,263,0.572357724,NA,NA,NA,NA,NA,8.35451470588235,8.62577597402597,9.59923898678414,NA,0.0719264705882353,0.0914772727272727,0.0855055066079295
"236","V21",10,"NP",0,104,NA,"none",1,"Aber",34.55,8.9,5.4,"2014 Dat",3593.2,3593.2,1092,1092,505,505,0.537545788,NA,NA,NA,NA,NA,8.35451470588235,8.62577597402597,9.59923898678414,NA,0.0719264705882353,0.0914772727272727,0.0855055066079295
"237","V22",11,"P",0,0,NA,"none",9,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","V23",11,"NP",0,0,NA,"none",9,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","V24",12,"P",0,0,NA,"Film",2,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,12.5909166666667,13.2954,14.9041208333333,15.2198864583333,0.114416666666667,0.101191666666667,0.0896472222222222,0.0984791666666667
"240","V25",12,"NP",1,67,NA,"Film",2,"Aber",38.66666667,9,6.666666667,"2014 Dat",2590.666667,2590.666667,874,874,377.5,377.5,0.568077803,NA,NA,NA,NA,12.5909166666667,13.2954,14.9041208333333,15.2198864583333,0.114416666666667,0.101191666666667,0.0896472222222222,0.0984791666666667
"241","V26",13,"P",0,0,NA,"none",7,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,7.63516666666667,9.26705208333333,9.26705208333333,9.26705208333333,0.0367916666666667,0.0760729166666667,0.0760729166666667,0.0760729166666667
"242","V27",13,"NP",0,0,NA,"none",7,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,7.63516666666667,9.26705208333333,9.26705208333333,9.26705208333333,0.0367916666666667,0.0760729166666667,0.0760729166666667,0.0760729166666667
"243","V28",14,"P",0,0,NA,"Film",2,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,12.5909166666667,13.2954,14.9041208333333,15.2198864583333,0.114416666666667,0.101191666666667,0.0896472222222222,0.0984791666666667
"244","V29",14,"NP",0,0,NA,"Film",2,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,12.5909166666667,13.2954,14.9041208333333,15.2198864583333,0.114416666666667,0.101191666666667,0.0896472222222222,0.0984791666666667
"245","V30",15,"NP",3,16,NA,"Film",4,"Aber",14.83333333,5.333333333,5,"2014 Dat",237.3333333,237.3333333,12,12,5,5,0.583333333,NA,NA,NA,NA,15.8064583333333,17.3185833333333,18.3055555555556,18.391515625,0.11,0.0963333333333333,0.0792361111111111,0.0818802083333333
"246","V31",15,"P",0,0,NA,"Film",4,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,15.8064583333333,17.3185833333333,18.3055555555556,18.391515625,0.11,0.0963333333333333,0.0792361111111111,0.0818802083333333
"247","V32",16,"P",3,67,NA,"none",2,"Aber",34.83333333,8.166666667,5.333333333,"2014 Dat",2333.833333,2333.833333,416,416,194,194,0.533653846,NA,NA,NA,NA,10.194125,9.52255,11.0533305555556,12.0773020833333,0.090875,0.0857916666666667,0.0777861111111111,0.0630322916666667
"248","V33",16,"NP",10,173,NA,"none",2,"Aber",42.34615385,7.230769231,5.846153846,"2014 Dat",7325.884615,7325.884615,1314,1314,627,627,0.52283105,NA,NA,NA,NA,10.194125,9.52255,11.0533305555556,12.0773020833333,0.090875,0.0857916666666667,0.0777861111111111,0.0630322916666667
"249","V34",17,"P",3,40,NA,"none",2,"Aber",36.2,8.6,5,"2014 Dat",1448,1448,517,517,346.5,346.5,0.329787234,NA,NA,NA,NA,10.194125,9.52255,11.0533305555556,12.0773020833333,0.090875,0.0857916666666667,0.0777861111111111,0.0630322916666667
"250","V35",17,"NP",10,257,NA,"none",2,"Aber",50.11764706,7.235294118,5.941176471,"2014 Dat",12880.23529,12880.23529,2409,2409,1115.5,1115.5,0.53694479,NA,NA,NA,NA,10.194125,9.52255,11.0533305555556,12.0773020833333,0.090875,0.0857916666666667,0.0777861111111111,0.0630322916666667
"251","V36",18,"P",0,0,NA,"Film",1,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,9.93063235294118,10.6708685064935,12.439015969163,NA,0.10775,0.111506493506494,0.104458149779736
"252","V37",18,"NP",0,0,NA,"Film",1,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,9.93063235294118,10.6708685064935,12.439015969163,NA,0.10775,0.111506493506494,0.104458149779736
"253","V38",19,"P",10,147,NA,"Film",4,"Aber",49.04166667,9.666666667,7.833333333,"2014 Dat",7209.125,7209.125,1122,1122,523.5,523.5,0.53342246,NA,NA,NA,NA,15.8064583333333,17.3185833333333,18.3055555555556,18.391515625,0.11,0.0963333333333333,0.0792361111111111,0.0818802083333333
"254","V39",19,"NP",10,248,NA,"Film",4,"Aber",59.73333333,9.333333333,8,"2014 Dat",14813.86667,14813.86667,2093,2093,1018.5,1018.5,0.513377926,NA,NA,NA,NA,15.8064583333333,17.3185833333333,18.3055555555556,18.391515625,0.11,0.0963333333333333,0.0792361111111111,0.0818802083333333
"255","V40",20,"P",1,9,NA,"none",4,"Aber",11.5,8,5,"2014 Dat",103.5,103.5,0,0,0,NA,NA,NA,NA,NA,NA,12.7243333333333,13.4612833333333,14.4856722222222,15.4950833333333,0.055125,0.0428333333333333,0.0341555555555556,0.0496947916666667
"256","V41",20,"NP",2,12,NA,"none",4,"Aber",11.25,9,5,"2014 Dat",135,135,0,0,0,NA,NA,NA,NA,NA,NA,12.7243333333333,13.4612833333333,14.4856722222222,15.4950833333333,0.055125,0.0428333333333333,0.0341555555555556,0.0496947916666667
"257","V42",21,"P",0,0,NA,"none",5,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,15.3041666666667,15.3346333333333,15.4826861111111,15.0090020833333,0.044375,0.0662916666666667,0.0727944444444444,0.0622989583333333
"258","V43",21,"NP",1,16,NA,"none",5,"Aber",8,8,5,"2014 Dat",128,128,0,NA,0,NA,NA,NA,NA,NA,NA,15.3041666666667,15.3346333333333,15.4826861111111,15.0090020833333,0.044375,0.0662916666666667,0.0727944444444444,0.0622989583333333
"259","V44",22,"P",0,0,NA,"Film",3,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,16.7414583333333,15.9905,15.0058541666667,17.3782473958333,0.101125,0.0937416666666667,0.100633333333333,0.0861020833333333
"260","V45",22,"NP",4,138,NA,"Film",3,"Aber",38.85714286,10.14285714,7.714285714,"2014 Dat",5362.285714,5362.285714,968,968,469,469,0.515495868,NA,NA,NA,NA,16.7414583333333,15.9905,15.0058541666667,17.3782473958333,0.101125,0.0937416666666667,0.100633333333333,0.0861020833333333
"261","V46",23,"P",6,108,NA,"none",4,"Aber",34.94444444,9.222222222,5.777777778,"2014 Dat",3774,3774,446,446,225.5,225.5,0.494394619,NA,NA,NA,NA,12.7243333333333,13.4612833333333,14.4856722222222,15.4950833333333,0.055125,0.0428333333333333,0.0341555555555556,0.0496947916666667
"262","V47",23,"NP",8,171,NA,"none",4,"Aber",51.5,10.125,7.375,"2014 Dat",8806.5,8806.5,1706,1706,804,804,0.528722157,NA,NA,NA,NA,12.7243333333333,13.4612833333333,14.4856722222222,15.4950833333333,0.055125,0.0428333333333333,0.0341555555555556,0.0496947916666667
"263","V48",24,"P",0,0,NA,"none",3,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,14.8895833333333,13.1436166666667,12.4358944444444,14.4056979166667,0.0534583333333333,0.0503083333333333,0.0529638888888889,0.0429708333333333
"264","V49",24,"NP",5,66,NA,"none",3,"Aber",17.9,10.4,6.4,"2014 Dat",1181.4,1181.4,239,239,120.5,120.5,0.4958159,NA,NA,NA,NA,14.8895833333333,13.1436166666667,12.4358944444444,14.4056979166667,0.0534583333333333,0.0503083333333333,0.0529638888888889,0.0429708333333333
"265","V50",25,"P",0,0,NA,"none",9,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","V51",25,"NP",0,0,NA,"none",9,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","V52",26,"P",0,0,NA,"Film",9,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","V53",26,"NP",0,0,NA,"Film",9,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","V54",27,"P",0,0,NA,"none",4,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,12.7243333333333,13.4612833333333,14.4856722222222,15.4950833333333,0.055125,0.0428333333333333,0.0341555555555556,0.0496947916666667
"270","V55",27,"NP",4,27,NA,"none",4,"Aber",13.66666667,9,5.666666667,"2014 Dat",369,369,15,15,8.5,8.5,0.433333333,NA,NA,NA,NA,12.7243333333333,13.4612833333333,14.4856722222222,15.4950833333333,0.055125,0.0428333333333333,0.0341555555555556,0.0496947916666667
"271","V56",28,"P",0,0,NA,"Film",8,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","V57",28,"NP",0,0,NA,"Film",8,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","V58",29,"P",0,0,NA,"Film",9,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","V59",29,"NP",0,0,NA,"Film",9,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","V60",30,"P",0,0,NA,"none",5,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,15.3041666666667,15.3346333333333,15.4826861111111,15.0090020833333,0.044375,0.0662916666666667,0.0727944444444444,0.0622989583333333
"276","V61",30,"NP",2,10,NA,"none",5,"Aber",10.75,6.5,4,"2014 Dat",107.5,107.5,0,0,0,NA,NA,NA,NA,NA,NA,15.3041666666667,15.3346333333333,15.4826861111111,15.0090020833333,0.044375,0.0662916666666667,0.0727944444444444,0.0622989583333333
"277","V62",31,"P",3,42,NA,"Film",5,"Aber",21.91666667,9.5,5.666666667,"2014 Dat",920.5,920.5,247,247,112.5,112.5,0.544534413,NA,NA,NA,NA,18.704375,18.1827916666667,17.9317777777778,17.0981328125,0.074125,0.0843583333333333,0.0955333333333333,0.081990625
"278","V63",31,"NP",0,196,NA,"Film",5,"Aber",26.9375,7.0625,5.125,"2014 Dat",5279.75,5279.75,555,555,256.5,256.5,0.537837838,NA,NA,NA,NA,18.704375,18.1827916666667,17.9317777777778,17.0981328125,0.074125,0.0843583333333333,0.0955333333333333,0.081990625
"279","V64",32,"P",2,12,NA,"Film",6,"Aber",16.5,6.5,4.5,"2014 Dat",198,198,9,9,4.5,4.5,0.5,NA,NA,NA,NA,16.6435416666667,16.9225,16.3443541666667,15.6169027777778,0.0645416666666667,0.0622833333333333,0.0622333333333333,0.0705654761904762
"280","V65",32,"NP",3,12,NA,"Film",6,"Aber",16.25,7,4,"2014 Dat",195,195,0,0,0,NA,NA,NA,NA,NA,NA,16.6435416666667,16.9225,16.3443541666667,15.6169027777778,0.0645416666666667,0.0622833333333333,0.0622333333333333,0.0705654761904762
"281","V66",33,"P",0,0,NA,"Film",6,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,16.6435416666667,16.9225,16.3443541666667,15.6169027777778,0.0645416666666667,0.0622833333333333,0.0622333333333333,0.0705654761904762
"282","V67",33,"NP",1,4,NA,"Film",6,"Aber",18.5,9,5,"2014 Dat",74,74,4,4,1.5,1.5,0.625,NA,NA,NA,NA,16.6435416666667,16.9225,16.3443541666667,15.6169027777778,0.0645416666666667,0.0622833333333333,0.0622333333333333,0.0705654761904762
"283","V68",34,"P",0,0,NA,"Film",7,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,12.1834791666667,12.3153125,12.3153125,12.3153125,0.054375,0.109510416666667,0.109510416666667,0.109510416666667
"284","V69",34,"NP",1,2,NA,"Film",7,"Aber",18,3,3,"2014 Dat",36,36,0,NA,0,NA,NA,NA,NA,NA,NA,12.1834791666667,12.3153125,12.3153125,12.3153125,0.054375,0.109510416666667,0.109510416666667,0.109510416666667
"285","V70",35,"P",0,0,NA,"Film",5,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,18.704375,18.1827916666667,17.9317777777778,17.0981328125,0.074125,0.0843583333333333,0.0955333333333333,0.081990625
"286","V71",35,"NP",8,91,NA,"Film",5,"Aber",21.72727273,8.363636364,5.090909091,"2014 Dat",1977.181818,1977.181818,216,216,108.5,108.5,0.497685185,NA,NA,NA,NA,18.704375,18.1827916666667,17.9317777777778,17.0981328125,0.074125,0.0843583333333333,0.0955333333333333,0.081990625
"287","V72",36,"P",0,0,NA,"Film",6,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,16.6435416666667,16.9225,16.3443541666667,15.6169027777778,0.0645416666666667,0.0622833333333333,0.0622333333333333,0.0705654761904762
"288","V73",36,"NP",5,20,NA,"Film",6,"Aber",17.66666667,7.666666667,5.666666667,"2014 Dat",353.3333333,353.3333333,15,15,6.5,6.5,0.566666667,NA,NA,NA,NA,16.6435416666667,16.9225,16.3443541666667,15.6169027777778,0.0645416666666667,0.0622833333333333,0.0622333333333333,0.0705654761904762
"289","V74",37,"P",0,0,NA,"Film",8,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","V75",37,"NP",0,0,NA,"Film",8,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","V76",38,"P",0,0,NA,"none",1,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,8.35451470588235,8.62577597402597,9.59923898678414,NA,0.0719264705882353,0.0914772727272727,0.0855055066079295
"292","V77",38,"NP",1,22,NA,"none",1,"Aber",17.5,9.333333333,5.333333333,"2014 Dat",385,385,87,87,44.5,44.5,0.488505747,NA,NA,NA,NA,NA,8.35451470588235,8.62577597402597,9.59923898678414,NA,0.0719264705882353,0.0914772727272727,0.0855055066079295
"293","V78",39,"NP",0,0,NA,"Film",8,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","V79",39,"P",0,0,NA,"Film",8,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","V80",40,"P",0,0,NA,"none",6,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,15.0175,15.3524416666667,14.4040944444444,13.3515535714286,0.0450416666666667,0.0537166666666667,0.0473666666666667,0.0519623015873016
"296","V81",40,"NP",0,0,NA,"none",6,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,15.0175,15.3524416666667,14.4040944444444,13.3515535714286,0.0450416666666667,0.0537166666666667,0.0473666666666667,0.0519623015873016
"297","V82",41,"P",0,0,NA,"none",8,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","V83",41,"NP",0,0,NA,"none",8,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","V84",42,"P",0,0,NA,"none",6,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,15.0175,15.3524416666667,14.4040944444444,13.3515535714286,0.0450416666666667,0.0537166666666667,0.0473666666666667,0.0519623015873016
"300","V85",42,"NP",0,0,NA,"none",6,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,15.0175,15.3524416666667,14.4040944444444,13.3515535714286,0.0450416666666667,0.0537166666666667,0.0473666666666667,0.0519623015873016
"301","V86",43,"P",0,0,NA,"Film",1,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,9.93063235294118,10.6708685064935,12.439015969163,NA,0.10775,0.111506493506494,0.104458149779736
"302","V87",43,"NP",1,5,NA,"Film",1,"Aber",9,9,5,"2014 Dat",45,45,0,NA,0,NA,NA,NA,NA,NA,NA,NA,9.93063235294118,10.6708685064935,12.439015969163,NA,0.10775,0.111506493506494,0.104458149779736
"303","V88",44,"P",0,0,NA,"none",8,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","V89",44,"NP",0,0,NA,"none",8,"Aber",NA,NA,NA,"2014 Dat",0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","V90",45,"P",7,88,NA,"none",2,"Aber",47,8.846153846,7.307692308,"2014 Dat",4136,4136,891,891,442,442,0.503928171,NA,NA,NA,NA,10.194125,9.52255,11.0533305555556,12.0773020833333,0.090875,0.0857916666666667,0.0777861111111111,0.0630322916666667
